time,s17
2023-07-24 00:00:02,1030.96
2023-07-24 00:00:03,1030.96
2023-07-24 00:00:04,1030.96
2023-07-24 00:00:05,1030.96
2023-07-24 00:00:10,1030.96
2023-07-24 00:00:11,1030.96
2023-07-24 00:00:12,1030.96
2023-07-24 00:00:13,1030.96
2023-07-24 00:00:18,1030.96
2023-07-24 00:00:19,1030.96
2023-07-24 00:00:20,1030.96
2023-07-24 00:00:21,1030.96
2023-07-24 00:00:26,1030.96
2023-07-24 00:00:27,1030.96
2023-07-24 00:00:28,1030.96
2023-07-24 00:00:29,1030.96
2023-07-24 00:00:34,1030.96
2023-07-24 00:00:35,1030.96
2023-07-24 00:00:36,1030.96
2023-07-24 00:00:37,1030.96
2023-07-24 00:00:42,1030.96
2023-07-24 00:00:43,1030.96
2023-07-24 00:00:44,1030.96
2023-07-24 00:00:45,1030.96
2023-07-24 00:00:50,1030.96
2023-07-24 00:00:51,1030.96
2023-07-24 00:00:52,1030.96
2023-07-24 00:00:53,1030.96
2023-07-24 00:00:58,1030.96
2023-07-24 00:00:59,1030.96
2023-07-24 00:01:00,1030.96
2023-07-24 00:01:01,1030.96
2023-07-24 00:01:06,1030.96
2023-07-24 00:01:07,1030.96
2023-07-24 00:01:08,1030.96
2023-07-24 00:01:09,1030.96
2023-07-24 00:01:14,1030.96
2023-07-24 00:01:15,1030.96
2023-07-24 00:01:16,1030.96
2023-07-24 00:01:17,1030.96
2023-07-24 00:01:22,1030.96
2023-07-24 00:01:23,1030.96
2023-07-24 00:01:24,1030.96
2023-07-24 00:01:25,1030.96
2023-07-24 00:01:30,1030.96
2023-07-24 00:01:31,1030.96
2023-07-24 00:01:32,1030.96
2023-07-24 00:01:33,1030.96
2023-07-24 00:01:38,1030.96
2023-07-24 00:01:39,1030.96
2023-07-24 00:01:40,1030.96
2023-07-24 00:01:41,1030.96
2023-07-24 00:01:46,1030.96
2023-07-24 00:01:47,1030.96
2023-07-24 00:01:48,1030.96
2023-07-24 00:01:49,1030.96
2023-07-24 00:01:54,1030.96
2023-07-24 00:01:55,1030.96
2023-07-24 00:01:56,1030.96
2023-07-24 00:01:57,1030.96
2023-07-24 00:02:02,1030.96
2023-07-24 00:02:03,1030.96
2023-07-24 00:02:04,1030.96
2023-07-24 00:02:05,1030.96
2023-07-24 00:02:10,1030.96
2023-07-24 00:02:11,1030.96
2023-07-24 00:02:12,1030.96
2023-07-24 00:02:13,1030.96
2023-07-24 00:02:20,1030.96
2023-07-24 00:02:21,1030.96
2023-07-24 00:02:26,1030.96
2023-07-24 00:02:27,1030.96
2023-07-24 00:02:28,1030.96
2023-07-24 00:02:29,1030.96
2023-07-24 00:02:34,1030.96
2023-07-24 00:02:35,1030.96
2023-07-24 00:02:36,1030.96
2023-07-24 00:02:37,1030.96
2023-07-24 00:02:42,1033.49
2023-07-24 00:02:43,1033.49
2023-07-24 00:02:50,1032.48
2023-07-24 00:02:51,1032.48
2023-07-24 00:02:52,1032.48
2023-07-24 00:02:53,1032.48
2023-07-24 00:02:58,1030.96
