time,s23
2023-07-24 00:00:02,577.7
2023-07-24 00:00:03,577.7
2023-07-24 00:00:04,577.7
2023-07-24 00:00:05,577.7
2023-07-24 00:00:10,577.7
2023-07-24 00:00:11,577.7
2023-07-24 00:00:12,577.7
2023-07-24 00:00:13,577.7
2023-07-24 00:00:18,577.7
2023-07-24 00:00:19,577.7
2023-07-24 00:00:20,577.7
2023-07-24 00:00:21,577.7
2023-07-24 00:00:26,577.7
2023-07-24 00:00:27,577.7
2023-07-24 00:00:28,577.7
2023-07-24 00:00:29,577.7
2023-07-24 00:00:34,577.7
2023-07-24 00:00:35,577.7
2023-07-24 00:00:36,577.7
2023-07-24 00:00:37,577.7
2023-07-24 00:00:42,577.7
2023-07-24 00:00:43,577.7
2023-07-24 00:00:44,577.7
2023-07-24 00:00:45,577.7
2023-07-24 00:00:50,577.7
2023-07-24 00:00:51,577.7
2023-07-24 00:00:52,577.7
2023-07-24 00:00:53,577.7
2023-07-24 00:00:58,577.7
2023-07-24 00:00:59,577.7
2023-07-24 00:01:00,577.7
2023-07-24 00:01:01,577.7
2023-07-24 00:01:06,577.7
2023-07-24 00:01:07,577.7
2023-07-24 00:01:08,577.7
2023-07-24 00:01:09,577.7
2023-07-24 00:01:14,577.7
2023-07-24 00:01:15,577.7
2023-07-24 00:01:16,577.7
2023-07-24 00:01:17,577.7
2023-07-24 00:01:22,577.7
2023-07-24 00:01:23,577.7
2023-07-24 00:01:24,577.7
2023-07-24 00:01:25,577.7
2023-07-24 00:01:30,577.7
2023-07-24 00:01:31,577.7
2023-07-24 00:01:32,577.7
2023-07-24 00:01:33,577.7
2023-07-24 00:01:38,577.7
2023-07-24 00:01:39,577.7
2023-07-24 00:01:40,577.7
2023-07-24 00:01:41,577.7
2023-07-24 00:01:46,577.7
2023-07-24 00:01:47,577.7
2023-07-24 00:01:48,577.7
2023-07-24 00:01:49,577.7
2023-07-24 00:01:54,577.7
2023-07-24 00:01:55,577.7
2023-07-24 00:01:56,577.7
2023-07-24 00:01:57,577.7
2023-07-24 00:02:02,577.7
2023-07-24 00:02:03,577.7
2023-07-24 00:02:04,577.7
2023-07-24 00:02:05,577.7
2023-07-24 00:02:10,577.7
2023-07-24 00:02:11,577.7
2023-07-24 00:02:12,577.7
2023-07-24 00:02:13,577.7
2023-07-24 00:02:20,577.7
2023-07-24 00:02:21,577.7
2023-07-24 00:02:26,577.7
2023-07-24 00:02:27,577.7
2023-07-24 00:02:28,577.7
2023-07-24 00:02:29,577.7
2023-07-24 00:02:34,577.7
2023-07-24 00:02:35,577.7
2023-07-24 00:02:36,577.7
2023-07-24 00:02:37,577.7
2023-07-24 00:02:42,577.7
2023-07-24 00:02:43,577.7
2023-07-24 00:02:50,577.7
2023-07-24 00:02:51,577.7
2023-07-24 00:02:52,577.7
2023-07-24 00:02:53,577.7
2023-07-24 00:02:58,577.7
2023-07-24 00:02:59,577.7
2023-07-24 00:03:00,577.7
2023-07-24 00:03:01,577.7
2023-07-24 00:03:06,577.7
2023-07-24 00:03:07,577.7
2023-07-24 00:03:08,577.7
2023-07-24 00:03:09,577.7
2023-07-24 00:03:16,577.7
2023-07-24 00:03:17,577.7
2023-07-24 00:03:22,577.7
2023-07-24 00:03:23,577.7
2023-07-24 00:04:12,577.7
2023-07-24 00:04:13,577.7
2023-07-24 00:04:14,577.7
2023-07-24 00:04:15,577.7
2023-07-24 00:04:16,577.7
2023-07-24 00:04:17,577.7
2023-07-24 00:04:22,577.7
2023-07-24 00:04:23,577.7
2023-07-24 00:04:24,577.7
2023-07-24 00:04:25,577.7
2023-07-24 00:04:30,577.7
2023-07-24 00:04:31,577.7
2023-07-24 00:04:32,577.7
2023-07-24 00:04:33,577.7
2023-07-24 00:04:38,577.7
2023-07-24 00:04:39,577.7
2023-07-24 00:04:40,577.7
2023-07-24 00:04:41,577.7
2023-07-24 00:04:46,577.7
2023-07-24 00:04:47,577.7
2023-07-24 00:04:48,577.7
2023-07-24 00:04:49,577.7
2023-07-24 00:04:54,577.7
2023-07-24 00:04:55,577.7
2023-07-24 00:04:56,577.7
