time,s19
2023-07-24 07:40:43,100.0
2023-07-24 07:40:44,100.0
2023-07-24 07:40:45,100.0
2023-07-24 07:40:46,100.0
2023-07-24 07:40:51,100.0
2023-07-24 07:40:52,100.0
2023-07-24 07:40:53,100.0
2023-07-24 07:40:54,100.0
2023-07-24 07:40:59,100.0
2023-07-24 07:41:00,100.0
2023-07-24 07:41:01,100.0
2023-07-24 07:41:02,100.0
2023-07-24 07:41:09,100.0
2023-07-24 07:41:10,100.0
2023-07-24 07:41:11,100.0
2023-07-24 07:41:12,100.0
2023-07-24 07:41:17,100.0
2023-07-24 07:41:18,100.0
2023-07-24 07:41:19,100.0
2023-07-24 07:41:20,100.0
2023-07-24 07:41:25,100.0
2023-07-24 07:41:26,100.0
2023-07-24 07:41:27,100.0
2023-07-24 07:41:28,100.0
2023-07-24 07:41:35,100.0
2023-07-24 07:41:36,100.0
2023-07-24 07:41:37,100.0
2023-07-24 07:41:38,100.0
2023-07-24 07:41:43,100.0
2023-07-24 07:41:44,100.0
2023-07-24 07:41:45,100.0
2023-07-24 07:41:46,100.0
2023-07-24 07:41:51,100.0
2023-07-24 07:41:52,100.0
2023-07-24 07:41:53,100.0
2023-07-24 07:41:54,100.0
2023-07-24 07:41:59,100.0
2023-07-24 07:42:00,100.0
2023-07-24 07:42:01,100.0
2023-07-24 07:42:02,100.0
2023-07-24 07:42:07,100.0
2023-07-24 07:42:08,100.0
2023-07-24 07:42:09,100.0
2023-07-24 07:42:10,100.0
2023-07-24 07:42:15,100.0
2023-07-24 07:42:16,100.0
2023-07-24 07:42:17,100.0
2023-07-24 07:42:18,100.0
2023-07-24 07:42:23,100.0
2023-07-24 07:42:24,100.0
2023-07-24 07:42:25,100.0
2023-07-24 07:42:26,100.0
2023-07-24 07:42:31,100.0
2023-07-24 07:42:32,100.0
2023-07-24 07:42:33,100.0
2023-07-24 07:42:34,100.0
2023-07-24 07:42:39,100.0
2023-07-24 07:42:40,100.0
2023-07-24 07:42:41,100.0
2023-07-24 07:42:42,100.0
2023-07-24 07:42:47,100.0
2023-07-24 07:42:48,100.0
2023-07-24 07:42:49,100.0
2023-07-24 07:42:50,100.0
2023-07-24 07:42:59,100.0
2023-07-24 07:43:00,100.0
2023-07-24 07:43:01,100.0
2023-07-24 07:43:02,100.0
2023-07-24 07:43:07,100.0
2023-07-24 07:43:08,100.0
2023-07-24 07:43:09,100.0
2023-07-24 07:43:10,100.0
2023-07-24 07:43:15,100.0
2023-07-24 07:43:16,100.0
2023-07-24 07:43:17,100.0
2023-07-24 07:43:18,100.0
2023-07-24 07:43:23,100.0
2023-07-24 07:43:24,100.0
2023-07-24 07:43:25,100.0
2023-07-24 07:43:26,100.0
2023-07-24 07:43:31,100.0
2023-07-24 07:43:32,100.0
2023-07-24 07:43:33,100.0
2023-07-24 07:43:34,100.0
2023-07-24 07:43:39,100.0
2023-07-24 07:43:40,100.0
2023-07-24 07:43:41,100.0
2023-07-24 07:43:42,100.0
2023-07-24 07:43:51,100.0
2023-07-24 07:43:52,100.0
2023-07-24 07:43:53,100.0
2023-07-24 07:43:54,100.0
2023-07-24 07:43:59,100.0
2023-07-24 07:44:00,100.0
2023-07-24 07:44:01,100.0
2023-07-24 07:44:02,100.0
2023-07-24 07:44:07,100.0
2023-07-24 07:44:08,100.0
2023-07-24 07:44:09,100.0
2023-07-24 07:44:10,100.0
2023-07-24 07:44:15,100.0
2023-07-24 07:44:16,100.0
2023-07-24 07:44:17,100.0
2023-07-24 07:44:18,100.0
2023-07-24 07:44:23,100.0
2023-07-24 07:44:24,100.0
2023-07-24 07:44:25,100.0
2023-07-24 07:44:26,100.0
2023-07-24 07:44:31,100.0
2023-07-24 07:44:32,100.0
2023-07-24 07:44:33,100.0
2023-07-24 07:44:34,100.0
2023-07-24 07:44:39,100.0
2023-07-24 07:44:40,100.0
2023-07-24 07:44:43,100.0
2023-07-24 07:44:44,100.0
2023-07-24 07:44:49,100.0
2023-07-24 07:44:50,100.0
2023-07-24 07:44:51,100.0
2023-07-24 07:44:52,100.0
2023-07-24 07:44:57,100.0
2023-07-24 07:44:58,100.0
2023-07-24 07:44:59,100.0
2023-07-24 07:45:00,100.0
2023-07-24 07:45:05,100.0
2023-07-24 07:45:06,100.0
2023-07-24 07:45:07,100.0
2023-07-24 07:45:08,100.0
2023-07-24 07:45:13,100.0
2023-07-24 07:45:14,100.0
2023-07-24 07:45:15,100.0
2023-07-24 07:45:16,100.0
2023-07-24 07:45:21,100.0
2023-07-24 07:45:22,100.0
2023-07-24 07:45:23,100.0
2023-07-24 07:45:24,100.0
2023-07-24 07:45:29,100.0
2023-07-24 07:45:30,100.0
2023-07-24 07:45:31,100.0
2023-07-24 07:45:32,100.0
2023-07-24 07:45:37,100.0
2023-07-24 07:45:38,100.0
2023-07-24 07:45:39,100.0
2023-07-24 07:45:40,100.0
2023-07-24 07:45:45,100.0
2023-07-24 07:45:46,100.0
2023-07-24 07:45:47,100.0
2023-07-24 07:45:48,100.0
2023-07-24 07:45:53,100.0
2023-07-24 07:45:54,100.0
2023-07-24 07:45:55,100.0
